id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,17,sarcastic,"The claim uses the phrase 'don't know shit', which is a common idiomatic expression for expressing strong dislike or incompetence, typically in a humorous or ironic way.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses the phrase 'don't know shit', which is a common idiomatic expression for expressing strong dislike or incompetence, typically in a humorous or ironic way.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,17,sarcastic,"The claim implies that Mario, a well-known character in games, didn",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim implies that Mario, a well-known character in games, didn\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,17,sarcastic,"The claim is sarcastic because it downplays the significance of Xbox Live's existence, implying that its absence was somehow 'amazing'.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it downplays the significance of Xbox Live's existence, implying that its absence was somehow 'amazing'.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,17,sarcastic,"The use of the word 'Synical' (likely a misspelling of 'Sycophantic') and the phrase 'ploy for SF' suggests a mocking tone, implying that the speaker does not actually believe in the need for an election.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' (likely a misspelling of 'Sycophantic') and the phrase 'ploy for SF' suggests a mocking tone, implying that the speaker does not actually believe in the need for an election.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,17,sarcastic,"The claim is sarcastic because it implies that the person is accusing Hillary of something they are not guilty of, which is a common tactic used by politicians to deflect criticism.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that the person is accusing Hillary of something they are not guilty of, which is a common tactic used by politicians to deflect criticism.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,17,sarcastic,The use of 'no you are not ready' in a humorous tone suggests sarcasm.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of 'no you are not ready' in a humorous tone suggests sarcasm.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,17,sarcastic,"The language used, such as 'fk', 'obvs', and the tone of the statement, suggest that the claim is sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used, such as 'fk', 'obvs', and the tone of the statement, suggest that the claim is sarcastic.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,17,literal,The claim is literal because it simply states a fact about the title belonging to Joe Warren.,100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it simply states a fact about the title belonging to Joe Warren.\"", \""confidence\"": 100}"""
0,They were too brown to be real Christians,llama-3.2-3b,18,sarcastic,"The claim is sarcastic because it implies that being 'too brown' is a characteristic of real Christians, which is an obvious lie. The tone is clearly mocking.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being 'too brown' is a characteristic of real Christians, which is an obvious lie. The tone is clearly mocking.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,18,sarcastic,The claim is likely sarcastic because the situation described is highly improbable and seems to be a joke.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because the situation described is highly improbable and seems to be a joke.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,18,sarcastic,"The phrase 'don't know shit' is an idiomatic expression that is typically used to convey contempt or disrespect, rather than a literal statement about the Browns' knowledge of quarterbacks.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is an idiomatic expression that is typically used to convey contempt or disrespect, rather than a literal statement about the Browns' knowledge of quarterbacks.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,18,sarcastic,"The claim is likely sarcastic because it contradicts the common perception that Mario played many games, which is a well-known aspect of his character.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it contradicts the common perception that Mario played many games, which is a well-known aspect of his character.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,18,sarcastic,"The claim is sarcastic because it states that Xbox Live, a feature that is often considered a necessity for Xbox gaming, did not exist, implying that it was amazing that it did exist.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states that Xbox Live, a feature that is often considered a necessity for Xbox gaming, did not exist, implying that it was amazing that it did exist.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,18,sarcastic,The use of the word 'Synical' (likely a typo for 'Synical') and the phrase 'ploy for SF' suggest that the speaker is being facetious and mocking the idea of an election in San Francisco.,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' (likely a typo for 'Synical') and the phrase 'ploy for SF' suggest that the speaker is being facetious and mocking the idea of an election in San Francisco.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,18,sarcastic,"The question is phrased in a way that suggests the speaker is implying that the accusations against Hillary are likely true, as they are not guilty of the other things he accuses her of.",70,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The question is phrased in a way that suggests the speaker is implying that the accusations against Hillary are likely true, as they are not guilty of the other things he accuses her of.\"", \""confidence\"": 70}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,18,sarcastic,"The phrase 'no you are not ready' is an exaggeration and implies the opposite of what it literally says, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is an exaggeration and implies the opposite of what it literally says, indicating sarcasm.\"", \""confidence\"": 80}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,18,sarcastic,"The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone, implying the opposite of what the claim states.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone, implying the opposite of what the claim states.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,18,literal,The claim is literal because it directly states that the title belongs to Joe Warren.,100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it directly states that the title belongs to Joe Warren.\"", \""confidence\"": 100}"""
0,They were too brown to be real Christians,llama-3.2-3b,19,sarcastic,"The phrase suggests that the person thinks Christians are supposed to be white, and that the person is making a comment about the color of their skin.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the person thinks Christians are supposed to be white, and that the person is making a comment about the color of their skin.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,19,sarcastic,"The claim is likely sarcastic because it describes a person inserting their finger into a trigger guard, which is a dangerous and improbable action, and is presented in a casual tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it describes a person inserting their finger into a trigger guard, which is a dangerous and improbable action, and is presented in a casual tone.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,19,sarcastic,"The claim uses a strong negative phrase, implying the Browns are incompetent, which is a common sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses a strong negative phrase, implying the Browns are incompetent, which is a common sarcastic tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,19,sarcastic,"The claim is sarcastic because it implies that Mario, a well-known and iconic character, would normally play a large number of games, and the phrase is used to express irony or mockery.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a well-known and iconic character, would normally play a large number of games, and the phrase is used to express irony or mockery.\"", \""confidence\"": 80}"""
